session_id_hash,purchase,symbolic_trace,Intent_type,truncated_sequence,truncated_timestamp,Intent1,Intent2,Intent3,Intent4,Intent5,Intent6,y_prob,y_pred,SHAP_1,SHAP_2,SHAP_3,SHAP_4,SHAP_5,SHAP_6,SHAP_7,SHAP_8,SHAP_9,SHAP_10,SHAP_11,SHAP_12,SHAP_13,SHAP_14,SHAP_15,SHAP_16,SHAP_17,SHAP_18,SHAP_19,SHAP_20
cd0f8c156282f76240676144c625f1326c5c2558f7ea99787e9a94de1c356843,0,"['browse_short', 'browse_long']",Hesitant Buyer,"[1, 1]","[25531, 70714]",1,0,0,0,0,0,7.905114e-05,0,-9.016169651355945e-05,-0.0005422946116535344,-0.0015288497564476201,-0.003201971990880944,-0.0012004220172942347,-0.005043181121006152,-0.0010752326073846534,-0.0023666515127357974,-0.0022560293913162824,-0.006373525765287315,-0.0030923558159656767,-0.0037872991277830216,-0.010088441110565326,-0.007291602211431988,-0.01445106361631133,-0.004371976329606088,-0.028071568908547607,-0.005907173868472455,-0.00230677003663459,-0.11686737792618106
cce96cc1a7166e528721d54a76bd8a7d0472ae354735f44f505add99d9825858,1,"['detail', 'browse_short', 'browse_long', 'browse', 'browse_long', 'detail', 'browse_short', 'add', 'browse', 'browse', 'detail_deep', 'browse_short', 'browse_long', 'purchase', 'browse_long']",Comparative Buyer,"[2, 1, 1, 1, 1, 2, 1, 3, 1, 1, 2, 1, 1]","[2971092, 2971092, 3072985, 3098100, 3233602, 3256292, 3256292, 3291339, 3303880, 3320341, 4099252, 4099252, 4488574]",1,0,0,1,0,0,0.9552422,1,-0.00241836347521409,-0.00258311589585597,-0.0026337164701059714,-0.005219763934825708,-0.0024870394331567964,-0.005117664595709362,0.005623262033223004,-0.01847116342749662,0.5645855927420961,0.0028234250476149706,0.0036320848122219766,0.0017616152600476165,-0.020755412238404453,-0.001145801203444228,-0.0050358383344094645,0.0019002890735131002,-0.020845832912779468,0.0019997677414297223,0.15993831536902386,0.0796985758405875
cc784ff27a3e509f21755b577098161de912a811695f6606ec581c7393398883,1,"['browse_short', 'add', 'browse', 'browse', 'purchase', 'browse_short']",Unclassified,"[1, 3, 1, 1]","[4537734, 4548495, 4558542, 4582339]",0,0,0,0,0,0,0.9697967,1,0.007201886116451235,0.004650809379684991,0.006507173770454149,0.005734433421557689,0.005557755938425547,0.0025243697413164473,0.006244682336082414,-0.014385149455720251,0.004489935999693749,0.002128512190568789,-0.012235507874808422,0.5359158968751914,-0.0009487724863720334,-0.0012518054385084975,-0.02751499008187844,0.0013096571205793925,-0.021016470580837762,0.0003261422257583105,0.16160034897395845,0.08296480837633984
cc6ddbebd9f2ee1279ff4a4c7b689e8677e71ff54003aa0511f306fdff7c681b,0,"['browse_short', 'browse', 'browse', 'detail_deep', 'browse_short', 'detail', 'browse_short', 'browse', 'detail']",Hesitant Buyer,"[1, 1, 1, 2, 1, 2, 1, 1, 2]","[9403078, 9411608, 9430101, 9526941, 9526941, 9563088, 9563088, 9586046, 9586046]",1,0,0,0,0,0,0.025965486,0,-0.0007279115218868058,-0.001104671254876544,-0.0003515595931518582,-0.0031265336905047063,-0.0028357791671624016,-0.006403550731671812,5.567886097803942e-06,-0.011297504166601963,-0.0019809359278133297,-0.012454135554323023,-0.002768864844956626,-0.007391503416683923,-0.02221747550190836,-0.017388855132288276,-0.02647261805733554,-0.012015485533429453,-0.05430538452677866,-0.017465966402157074,0.005786525881567284,0.0004891356516206241
ccd5c1e7020ff750741598e12a270a7c522d0463fb25ccedac14d4f58307d4f8,0,"['browse_short', 'detail', 'browse_long', 'detail', 'browse', 'detail', 'browse_short']",Exploratory Buyer,"[1, 2, 1, 2, 1, 2, 1]","[5585517, 5585517, 5711229, 5711229, 5735038, 5756086, 5756086]",0,1,0,0,0,0,0.99568355,1,-0.0037576428613344108,7.723955961408864e-05,-0.00470770644631558,-0.00013755529149117018,-0.04433758022095694,0.06555842441241415,-0.008459836038546208,0.06137330615244838,0.002258759509119645,0.038459204786655994,0.002276442292838205,0.000272225427955466,0.0019760162458230084,0.0024041786827001463,0.121409990900335,0.09846505638177706,0.09448482923777494,0.11164540740440924,0.025398577867702752,0.21103121220901208
cc58a758763a923e4d289d9bc0a0f02dbe76476e51a30c94fd2f1fd4679804dd,0,"['browse_short', 'browse_long', 'browse_long']",Hesitant Buyer,"[1, 1, 1]","[6508781, 6761335, 6820636]",1,0,0,0,0,0,0.00068311085,0,1.505141787978081e-05,-0.0005213969131849215,-0.0013668410322497954,-0.003052276217470838,-0.00163548807890038,-0.006420998933275159,-0.0008539750396448651,-0.004856550174796817,-0.001360529572942445,-0.0066782458451022314,-0.004515319468479597,-0.0059284230174156015,-0.009349718926235559,-0.004361281607364921,-0.01353057484205844,-0.002124301162806053,-0.02534532261560647,-0.002752017217177732,-0.12477224354262945,0.00010056300126052469
cd75e4a10e52053f1e8599f4ea8363b91734ae2921aeee7064e0b618fbd4b29a,0,"['browse_short', 'detail', 'browse_short', 'detail', 'browse_short', 'detail', 'browse_long', 'detail', 'detail', 'browse_short', 'browse', 'detail', 'browse_short', 'detail']",Intermittent Revisitor,"[1, 2, 1, 2, 1, 2, 1, 2, 2, 1, 1, 2, 1, 2]","[6938341, 6938341, 6942698, 6942698, 6946652, 6946652, 6983377, 6983377, 6987137, 6987137, 6993209, 6993209, 6997237, 6997237]",1,1,0,0,0,1,9.08431e-05,0,-0.000542580943319991,-0.0007561898135888125,-0.0009934882105577952,-0.0017294291138932726,-0.0030098115271205927,-0.004377805851399897,-0.00016803943524489105,-0.003570409852482044,-0.0027819157508656646,-0.005897968684818503,-0.001955415431364902,-0.004433402047776932,-0.007765080831172781,-0.008114770147479548,-0.01568201832865119,-0.0033083130444174456,-0.03195474425673941,-0.0026620984559470647,-0.0021720517147802323,-0.1180266240039191
cc69fb8b5203990df488c67faf7b2eea4129a8087bf5e372254979d4c0343016,0,"['browse_short', 'detail', 'detail', 'browse_short', 'detail', 'browse_short', 'browse_short', 'detail', 'browse', 'detail', 'browse_short', 'browse_long', 'detail']",Intermittent Revisitor,"[1, 2, 2, 1, 2, 1, 1, 2, 1, 2, 1, 1, 2]","[5898983, 5898983, 5906512, 5906512, 5912422, 5912422, 5914328, 5914328, 5921951, 5921951, 5925030, 5961288, 5961288]",1,1,0,0,0,1,0.00018463431,0,-0.0006925168930623253,0.00038736903263876635,-0.0008780794671110922,-0.0032241590757803363,-0.0027080269857772976,-0.005262494046385957,-0.0023745340967222263,-0.0042610028127091975,-0.003126440094504992,-0.00617067439976078,-0.0029006921097607095,-0.004993937155301559,-0.00809361658147433,-0.005363678736296906,-0.017479709917064008,-0.004269542190701634,-0.029299994758369693,-0.005501393222819689,-0.11204588584814094,-0.0015493571241161892
cc9b3eb6ef5275a6e668391e1532d9c46a51b82b4a41d8c7f630887b0a7a4aa1,0,"['detail', 'browse_short']",Unclassified,"[2, 1]","[540004, 540004]",0,0,0,0,0,0,0.00019105419,0,-0.0006883904059274466,-8.532914414293806e-05,-0.0019628643559311365,-0.0013819310075268711,-0.0014917261518712617,-0.005520637436484317,-0.0014922916619919617,-0.003128123914848402,-0.002124170975057496,-0.004881629609117226,-0.003140660618746549,-0.0034366904331879305,-0.01277604071283349,-0.006703724113873857,-0.016999254572128846,-0.005371459968358371,-0.026593614726319482,-0.012875156756517755,-0.1064758787077517,-0.002672371094765065
cd6eec57318e356e96e874d7bcb37bf70dc84fc6ad4e97002b03f3cbad55c9ce,1,"['browse_short', 'browse_long', 'browse', 'browse', 'browse', 'detail_deep', 'browse_short', 'add', 'browse', 'browse', 'browse', 'remove', 'browse_short', 'browse', 'browse_short', 'remove', 'browse_short', 'remove', 'remove', 'browse_short', 'remove', 'remove', 'remove', 'remove', 'remove', 'remove', 'purchase', 'browse_short', 'purchase']",Comparative Buyer,"[1, 1, 1, 1, 1, 2, 1, 3, 1, 1, 1, 4, 1, 1, 1, 4, 1, 4, 4, 1, 4, 4, 4, 4, 4, 4]","[2945228, 3018824, 3034528, 3047731, 3075395, 3167386, 3167386, 3320590, 3333253, 3362130, 3388277, 3453383, 3454669, 3459730, 3463253, 3481365, 3483232, 3502560, 3504258, 3505278, 3518651, 3548264, 3553273, 3572705, 3573196, 3608268]",0,1,1,1,0,0,0.99722034,1,0.005125704100725373,-0.0038604284775101473,0.0022264741929696728,-0.000728261888283066,-0.03038445988428976,0.001101144170970655,0.055078799377324676,0.05358257878810338,0.003413999375085653,0.06789220935001444,0.0011698173374891999,0.060628911483257365,0.05885694747548161,0.07604789534222012,0.059001701630383346,0.08167962980044348,0.07429831890367494,0.06782690847399558,0.054763220228099575,0.08950622701035475
cd569cf6f65b515b64d2f1167aa75b157c0eb2ef55023e68b7a58d0d5acd8bc3,0,"['browse_short', 'browse', 'browse_long', 'browse', 'browse_long', 'browse_long', 'browse_short']",Unclassified,"[1, 1, 1, 1, 1, 1, 1]","[4459767, 4470785, 4539043, 4558537, 4611379, 4729262, 4732421]",0,0,0,0,0,0,0.92534745,1,-0.005250230415816386,-0.007198201264982349,0.005910589546474506,-0.01871662301353959,0.170121334619771,0.0049651400619920225,0.007668308428086069,-0.017620283992734288,0.1253423799191569,0.005018373902630626,0.14073562428925473,0.004275772672023471,0.004952656275333229,0.0017224828826783792,-0.0014264547947671648,0.0025449369662601342,-0.035617432978773046,0.005165429573638307,0.21252233416646052,0.10023830993602434
cd5a9da3c74af855e5a895877dc3ab4a3513e0437eb44b4feaa24dbbd3bc8aa0,0,"['browse_short', 'browse_long', 'browse', 'browse', 'browse_long', 'detail', 'browse_short', 'browse_long', 'detail', 'browse_long', 'browse', 'browse_long', 'browse', 'browse', 'browse', 'browse_long', 'browse']",Hesitant Buyer,"[1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1]","[8075361, 8181756, 8201742, 8217392, 8348879, 8375079, 8375079, 8409295, 8409295, 8716579, 8730355, 8778696, 8807362, 8831382, 8855729, 8895446, 8911597]",1,0,0,0,0,0,0.09600606,0,-0.0018848187613427134,-0.0022144320057244232,-0.001847791691361636,-0.0032344988784461775,-0.0026433023582164102,-0.00880153933787369,-0.0025250928875781647,-0.008353494941129613,-0.006579784216458692,-0.01380536967214842,-0.0003028111931598724,-0.0021198668485491595,-0.014161508345766072,-0.010060358206925834,-0.022484184601459373,-2.547544452681863e-05,-0.04498139105102988,-0.002281529632282397,0.019433113386415544,0.004887194203292893
ccc791baf15f06e6721ad49e935c5de9023613db7b836d39127d603a6694b1fe,0,"['detail', 'browse_short', 'browse_long']",Hesitant Buyer,"[2, 1, 1]","[8610120, 8610120, 8643068]",1,0,0,0,0,0,7.905114e-05,0,-0.0014796387917582847,-0.000645833857330822,-0.0010605664706993907,-0.002550301349025784,-0.0008175842914473233,-0.004685551072473871,-0.0015445863405147957,-0.002806114429282996,-0.0024028691531642224,-0.004167186893579732,-0.002987110702339731,-0.004774161693770415,-0.009119930088777437,-0.006284694840542215,-0.015013978530872309,-0.003292409856138268,-0.028557124031894993,-0.006981754558470732,-0.0015254884858465327,-0.11921706398098497
